image_path,label
/train_images/1.jpg,1
/train_images/2.jpg,1
/train_images/3.jpg,1
/train_images/4.jpg,1
/train_images/5.jpg,1
/train_images/6.jpg,1
/train_images/7.jpg,1
/train_images/8.jpg,1
/train_images/9.jpg,1
/train_images/10.jpg,1
/train_images/11.jpg,1
/train_images/12.jpg,1
/train_images/13.jpg,1
/train_images/14.jpg,1
/train_images/15.jpg,1
/train_images/16.jpg,1
/train_images/17.jpg,1
/train_images/18.jpg,1
/train_images/19.jpg,1
/train_images/20.jpg,1
/train_images/21.jpg,1
/train_images/22.jpg,1
/train_images/23.jpg,1
/train_images/24.jpg,1
/train_images/25.jpg,1
/train_images/26.jpg,1
/train_images/27.jpg,1
/train_images/28.jpg,1
/train_images/29.jpg,1
/train_images/30.jpg,1
/train_images/31.jpg,1
/train_images/32.jpg,1
/train_images/33.jpg,1
/train_images/34.jpg,1
/train_images/35.jpg,1
/train_images/36.jpg,2
/train_images/37.jpg,2
/train_images/38.jpg,2
/train_images/39.jpg,2
/train_images/40.jpg,2
/train_images/41.jpg,2
/train_images/42.jpg,2
/train_images/43.jpg,2
/train_images/44.jpg,2
/train_images/45.jpg,2
/train_images/46.jpg,2
/train_images/47.jpg,2
/train_images/48.jpg,2
/train_images/49.jpg,2
/train_images/50.jpg,2
/train_images/51.jpg,2
/train_images/52.jpg,2
/train_images/53.jpg,2
/train_images/54.jpg,2
/train_images/55.jpg,2
/train_images/56.jpg,2
/train_images/57.jpg,2
/train_images/58.jpg,2
/train_images/59.jpg,2
/train_images/60.jpg,2
/train_images/61.jpg,2
/train_images/62.jpg,2
/train_images/63.jpg,2
/train_images/64.jpg,2
/train_images/65.jpg,2
/train_images/66.jpg,2
/train_images/67.jpg,2
/train_images/68.jpg,2
/train_images/69.jpg,2
/train_images/70.jpg,2
/train_images/71.jpg,3
/train_images/72.jpg,3
/train_images/73.jpg,3
/train_images/74.jpg,3
/train_images/75.jpg,3
/train_images/76.jpg,3
/train_images/77.jpg,3
/train_images/78.jpg,3
/train_images/79.jpg,3
/train_images/80.jpg,3
/train_images/81.jpg,3
/train_images/82.jpg,3
/train_images/83.jpg,3
/train_images/84.jpg,3
/train_images/85.jpg,3
/train_images/86.jpg,3
/train_images/87.jpg,3
/train_images/88.jpg,3
/train_images/89.jpg,3
/train_images/90.jpg,3
/train_images/91.jpg,3
/train_images/92.jpg,3
/train_images/93.jpg,3
/train_images/94.jpg,3
/train_images/95.jpg,3
/train_images/96.jpg,3
/train_images/97.jpg,3
/train_images/98.jpg,3
/train_images/99.jpg,3
/train_images/100.jpg,3
/train_images/101.jpg,3
/train_images/102.jpg,3
/train_images/103.jpg,3
/train_images/104.jpg,4
/train_images/105.jpg,4
/train_images/106.jpg,4
/train_images/107.jpg,4
/train_images/108.jpg,4
/train_images/109.jpg,4
/train_images/110.jpg,4
/train_images/111.jpg,4
/train_images/112.jpg,4
/train_images/113.jpg,4
/train_images/114.jpg,4
/train_images/115.jpg,4
/train_images/116.jpg,4
/train_images/117.jpg,4
/train_images/118.jpg,4
/train_images/119.jpg,4
/train_images/120.jpg,4
/train_images/121.jpg,4
/train_images/122.jpg,4
/train_images/123.jpg,4
/train_images/124.jpg,4
/train_images/125.jpg,4
/train_images/126.jpg,4
/train_images/127.jpg,4
/train_images/128.jpg,4
/train_images/129.jpg,4
/train_images/130.jpg,4
/train_images/131.jpg,4
/train_images/132.jpg,4
/train_images/133.jpg,4
/train_images/134.jpg,4
/train_images/135.jpg,4
/train_images/136.jpg,4
/train_images/137.jpg,4
/train_images/138.jpg,4
/train_images/139.jpg,5
/train_images/140.jpg,5
/train_images/141.jpg,5
/train_images/142.jpg,5
/train_images/143.jpg,5
/train_images/144.jpg,5
/train_images/145.jpg,5
/train_images/146.jpg,5
/train_images/147.jpg,5
/train_images/148.jpg,5
/train_images/149.jpg,5
/train_images/150.jpg,5
/train_images/151.jpg,5
/train_images/152.jpg,5
/train_images/153.jpg,5
/train_images/154.jpg,5
/train_images/155.jpg,5
/train_images/156.jpg,5
/train_images/157.jpg,5
/train_images/158.jpg,6
/train_images/159.jpg,6
/train_images/160.jpg,6
/train_images/161.jpg,6
/train_images/162.jpg,6
/train_images/163.jpg,6
/train_images/164.jpg,6
/train_images/165.jpg,6
/train_images/166.jpg,6
/train_images/167.jpg,6
/train_images/168.jpg,6
/train_images/169.jpg,6
/train_images/170.jpg,6
/train_images/171.jpg,6
/train_images/172.jpg,6
/train_images/173.jpg,6
/train_images/174.jpg,7
/train_images/175.jpg,7
/train_images/176.jpg,7
/train_images/177.jpg,7
/train_images/178.jpg,7
/train_images/179.jpg,7
/train_images/180.jpg,7
/train_images/181.jpg,7
/train_images/182.jpg,7
/train_images/183.jpg,7
/train_images/184.jpg,7
/train_images/185.jpg,7
/train_images/186.jpg,7
/train_images/187.jpg,7
/train_images/188.jpg,7
/train_images/189.jpg,7
/train_images/190.jpg,7
/train_images/191.jpg,7
/train_images/192.jpg,7
/train_images/193.jpg,7
/train_images/194.jpg,7
/train_images/195.jpg,7
/train_images/196.jpg,7
/train_images/197.jpg,7
/train_images/198.jpg,7
/train_images/199.jpg,7
/train_images/200.jpg,7
/train_images/201.jpg,7
/train_images/202.jpg,8
/train_images/203.jpg,8
/train_images/204.jpg,8
/train_images/205.jpg,8
/train_images/206.jpg,8
/train_images/207.jpg,8
/train_images/208.jpg,8
/train_images/209.jpg,8
/train_images/210.jpg,8
/train_images/211.jpg,8
/train_images/212.jpg,8
/train_images/213.jpg,8
/train_images/214.jpg,8
/train_images/215.jpg,8
/train_images/216.jpg,8
/train_images/217.jpg,8
/train_images/218.jpg,8
/train_images/219.jpg,8
/train_images/220.jpg,8
/train_images/221.jpg,8
/train_images/222.jpg,8
/train_images/223.jpg,8
/train_images/224.jpg,8
/train_images/225.jpg,9
/train_images/226.jpg,9
/train_images/227.jpg,9
/train_images/228.jpg,9
/train_images/229.jpg,9
/train_images/230.jpg,9
/train_images/231.jpg,9
/train_images/232.jpg,9
/train_images/233.jpg,9
/train_images/234.jpg,9
/train_images/235.jpg,9
/train_images/236.jpg,9
/train_images/237.jpg,9
/train_images/238.jpg,9
/train_images/239.jpg,9
/train_images/240.jpg,9
/train_images/241.jpg,9
/train_images/242.jpg,9
/train_images/243.jpg,9
/train_images/244.jpg,9
/train_images/245.jpg,9
/train_images/246.jpg,9
/train_images/247.jpg,9
/train_images/248.jpg,9
/train_images/249.jpg,9
/train_images/250.jpg,9
/train_images/251.jpg,9
/train_images/252.jpg,9
/train_images/253.jpg,9
/train_images/254.jpg,9
/train_images/255.jpg,9
/train_images/256.jpg,9
/train_images/257.jpg,9
/train_images/258.jpg,9
/train_images/259.jpg,10
/train_images/260.jpg,10
/train_images/261.jpg,10
/train_images/262.jpg,10
/train_images/263.jpg,10
/train_images/264.jpg,10
/train_images/265.jpg,10
/train_images/266.jpg,10
/train_images/267.jpg,10
/train_images/268.jpg,10
/train_images/269.jpg,10
/train_images/270.jpg,10
/train_images/271.jpg,10
/train_images/272.jpg,10
/train_images/273.jpg,10
/train_images/274.jpg,10
/train_images/275.jpg,10
/train_images/276.jpg,10
/train_images/277.jpg,10
/train_images/278.jpg,10
/train_images/279.jpg,10
/train_images/280.jpg,10
/train_images/281.jpg,10
/train_images/282.jpg,10
/train_images/283.jpg,10
/train_images/284.jpg,10
/train_images/285.jpg,10
/train_images/286.jpg,10
/train_images/287.jpg,10
/train_images/288.jpg,10
/train_images/289.jpg,10
/train_images/290.jpg,10
/train_images/291.jpg,10
/train_images/292.jpg,10
/train_images/293.jpg,11
/train_images/294.jpg,11
/train_images/295.jpg,11
/train_images/296.jpg,11
/train_images/297.jpg,11
/train_images/298.jpg,11
/train_images/299.jpg,11
/train_images/300.jpg,11
/train_images/301.jpg,11
/train_images/302.jpg,11
/train_images/303.jpg,11
/train_images/304.jpg,11
/train_images/305.jpg,11
/train_images/306.jpg,11
/train_images/307.jpg,11
/train_images/308.jpg,11
/train_images/309.jpg,11
/train_images/310.jpg,11
/train_images/311.jpg,11
/train_images/312.jpg,11
/train_images/313.jpg,11
/train_images/314.jpg,11
/train_images/315.jpg,11
/train_images/316.jpg,11
/train_images/317.jpg,11
/train_images/318.jpg,11
/train_images/319.jpg,11
/train_images/320.jpg,11
/train_images/321.jpg,11
/train_images/322.jpg,11
/train_images/323.jpg,11
/train_images/324.jpg,11
/train_images/325.jpg,11
/train_images/326.jpg,12
/train_images/327.jpg,12
/train_images/328.jpg,12
/train_images/329.jpg,12
/train_images/330.jpg,12
/train_images/331.jpg,12
/train_images/332.jpg,12
/train_images/333.jpg,12
/train_images/334.jpg,12
/train_images/335.jpg,12
/train_images/336.jpg,12
/train_images/337.jpg,12
/train_images/338.jpg,12
/train_images/339.jpg,12
/train_images/340.jpg,12
/train_images/341.jpg,12
/train_images/342.jpg,12
/train_images/343.jpg,12
/train_images/344.jpg,12
/train_images/345.jpg,12
/train_images/346.jpg,12
/train_images/347.jpg,12
/train_images/348.jpg,12
/train_images/349.jpg,12
/train_images/350.jpg,12
/train_images/351.jpg,12
/train_images/352.jpg,12
/train_images/353.jpg,12
/train_images/354.jpg,12
/train_images/355.jpg,12
/train_images/356.jpg,12
/train_images/357.jpg,13
/train_images/358.jpg,13
/train_images/359.jpg,13
/train_images/360.jpg,13
/train_images/361.jpg,13
/train_images/362.jpg,13
/train_images/363.jpg,13
/train_images/364.jpg,13
/train_images/365.jpg,13
/train_images/366.jpg,13
/train_images/367.jpg,13
/train_images/368.jpg,13
/train_images/369.jpg,13
/train_images/370.jpg,13
/train_images/371.jpg,13
/train_images/372.jpg,13
/train_images/373.jpg,13
/train_images/374.jpg,13
/train_images/375.jpg,13
/train_images/376.jpg,13
/train_images/377.jpg,13
/train_images/378.jpg,13
/train_images/379.jpg,13
/train_images/380.jpg,13
/train_images/381.jpg,13
/train_images/382.jpg,13
/train_images/383.jpg,13
/train_images/384.jpg,13
/train_images/385.jpg,13
/train_images/386.jpg,13
/train_images/387.jpg,13
/train_images/388.jpg,13
/train_images/389.jpg,13
/train_images/390.jpg,14
/train_images/391.jpg,14
/train_images/392.jpg,14
/train_images/393.jpg,14
/train_images/394.jpg,14
/train_images/395.jpg,14
/train_images/396.jpg,14
/train_images/397.jpg,14
/train_images/398.jpg,14
/train_images/399.jpg,14
/train_images/400.jpg,14
/train_images/401.jpg,14
/train_images/402.jpg,14
/train_images/403.jpg,14
/train_images/404.jpg,14
/train_images/405.jpg,14
/train_images/406.jpg,14
/train_images/407.jpg,14
/train_images/408.jpg,14
/train_images/409.jpg,14
/train_images/410.jpg,14
/train_images/411.jpg,14
/train_images/412.jpg,14
/train_images/413.jpg,14
/train_images/414.jpg,14
/train_images/415.jpg,14
/train_images/416.jpg,14
/train_images/417.jpg,14
/train_images/418.jpg,14
/train_images/419.jpg,14
/train_images/420.jpg,14
/train_images/421.jpg,14
/train_images/422.jpg,14
/train_images/423.jpg,15
/train_images/424.jpg,15
/train_images/425.jpg,15
/train_images/426.jpg,15
/train_images/427.jpg,15
/train_images/428.jpg,15
/train_images/429.jpg,15
/train_images/430.jpg,15
/train_images/431.jpg,15
/train_images/432.jpg,15
/train_images/433.jpg,15
/train_images/434.jpg,15
/train_images/435.jpg,15
/train_images/436.jpg,15
/train_images/437.jpg,15
/train_images/438.jpg,15
/train_images/439.jpg,15
/train_images/440.jpg,15
/train_images/441.jpg,15
/train_images/442.jpg,15
/train_images/443.jpg,15
/train_images/444.jpg,15
/train_images/445.jpg,15
/train_images/446.jpg,15
/train_images/447.jpg,15
/train_images/448.jpg,15
/train_images/449.jpg,15
/train_images/450.jpg,15
/train_images/451.jpg,15
/train_images/452.jpg,15
/train_images/453.jpg,15
/train_images/454.jpg,15
/train_images/455.jpg,15
/train_images/456.jpg,16
/train_images/457.jpg,16
/train_images/458.jpg,16
/train_images/459.jpg,16
/train_images/460.jpg,16
/train_images/461.jpg,16
/train_images/462.jpg,16
/train_images/463.jpg,16
/train_images/464.jpg,16
/train_images/465.jpg,16
/train_images/466.jpg,16
/train_images/467.jpg,16
/train_images/468.jpg,16
/train_images/469.jpg,16
/train_images/470.jpg,16
/train_images/471.jpg,16
/train_images/472.jpg,16
/train_images/473.jpg,16
/train_images/474.jpg,16
